id,attributes
e9a5ca70-4989-41ce-a317-82b2eb5e29a8,"{""type"": ""jacket"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Heavy duty black techwear jacket with straps.""}"
41550c51-4117-4961-9852-e5e1c9a7a4c1,"{""type"": ""shirt"", ""gender_target"": ""unisex"", ""style"": ""techwear"", ""color"": ""black"", ""fit"": ""relaxed"", ""description"": ""Minimalist black techwear top.""}"
3dc0da46-8f53-489f-b24f-f26cef8b3e91,"{""type"": ""vest"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""green"", ""fit"": ""regular"", ""description"": ""Green fleece vest, staple tech worker gear.""}"
903c01ae-bea2-4ec9-8dff-874bb1cc6321,"{""type"": ""t-shirt"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Basic grey t-shirt, company swag style.""}"
f9530bb2-1b94-487f-a8a0-47e2ef32892d,"{""type"": ""vest"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Black performance fleece vest.""}"
567a1fc5-79cd-4889-81da-e22aa6a6195b,"{""type"": ""vest"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Patagonia-style black fleece vest.""}"
adcf4bb7-8c71-40cf-b420-ed1b996f998b,"{""type"": ""vest"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""White/Cream fleece vest, high pile.""}"
d3d40bab-109c-4de1-a60e-adf5fb189c77,"{""type"": ""vest"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Grey retro pile vest.""}"
f81e90a2-d1c2-4c33-84ee-028a6dd342ff,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Blue quarter-zip pullover.""}"
d439527d-f327-4717-8865-83c173563214,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy blue company polo.""}"
346b87e5-f7c3-465f-9b85-b6966292a8bb,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""yellow"", ""pattern"": ""floral"", ""description"": ""Bright yellow floral blouse.""}"
a89f78e0-3a6b-4737-9c00-e774f057ddd8,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""white"", ""fit"": ""relaxed"", ""description"": ""White modest top with lace details.""}"
07d315b3-0bd4-4bfa-96d7-e10797636c8e,"{""type"": ""cardigan"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""beige"", ""fit"": ""regular"", ""description"": ""Beige open-front cardigan.""}"
f08bdf8e-d99b-43fa-ba6f-3fd060f06020,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""blue"", ""pattern"": ""striped"", ""description"": ""Blue and white striped button-up.""}"
736d0268-f8c5-4f77-a71c-9eb4de5ab5b8,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""green"", ""pattern"": ""print"", ""description"": ""Green printed blouse, modest cut.""}"
df45d3f3-5614-43c2-8729-e028a79db989,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""pink"", ""fit"": ""regular"", ""description"": ""Soft pink casual top.""}"
2cf755de-10e9-48c3-bfa5-a18a481ba271,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy blue professional top.""}"
2f9fbe61-d0ee-4e96-a630-3632804eae9b,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""red"", ""fit"": ""regular"", ""description"": ""Red modest blouse.""}"
cd34eed8-4440-4e69-a886-3a188ad30591,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""White dress shirt, professional.""}"
abf73c0c-aa86-4ec9-998c-ebec1b3a83b8,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Light blue button down.""}"
973e608f-4894-463b-b9c5-68b8daa93c43,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""blue"", ""fit"": ""classic"", ""description"": ""Classic blue oxford shirt.""}"
efb2175c-d7c8-4da6-a105-eadee366dd39,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""plaid"", ""pattern"": ""plaid"", ""description"": ""Casual plaid button down.""}"
ed914070-fa64-4983-851b-5e31f33d1155,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""green"", ""pattern"": ""plaid"", ""description"": ""Green plaid flannel.""}"
dccbd6de-2947-480a-9b0b-7ac4038d7905,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""red"", ""pattern"": ""plaid"", ""description"": ""Red buffalo plaid shirt.""}"
6fa09f25-54a5-49d9-a8aa-01d79455799c,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""blue"", ""pattern"": ""plaid"", ""description"": ""Blue check button down.""}"
82ffe518-ad44-4e57-a614-a3102f2ab6bf,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""Standard white dress shirt.""}"
68efb7f6-3159-4d5e-a0fa-c0fe26e1db8e,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""black"", ""pattern"": ""graphic"", ""description"": ""Black graphic tee, oversized.""}"
2d1a2e8c-80b7-42ad-b8c1-86025d671972,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""white"", ""pattern"": ""graphic"", ""description"": ""White oversized graphic tee.""}"
4ece132b-c005-46e8-a415-4fbd02fa229e,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""black"", ""pattern"": ""graphic"", ""description"": ""Vintage wash black graphic tee.""}"
e8c43bf8-3afc-484c-8337-83abea0249cd,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Plain black oversized heavyweight tee.""}"
0a434377-e9e7-4414-abfb-c9096a80fc6e,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""grey"", ""fit"": ""oversized"", ""description"": ""Grey oversized streetwear tee.""}"
bd0f167d-6b63-4f45-b230-216d32edfa0f,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Black boxy fit t-shirt.""}"
bdf4e383-bf80-49d4-94a4-e29e1e216b72,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""White heavyweight oversized tee.""}"
4d3f105d-e865-4a2f-9214-6d57a48dd63f,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""blue"", ""pattern"": ""striped"", ""description"": ""Blue and white seersucker shirt.""}"
6e4478b4-22e3-4abd-9379-ac6be89996c3,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""pink"", ""fit"": ""regular"", ""description"": ""Pink polo shirt.""}"
490c26fc-0f7b-485f-9ef3-04711666ecca,"{""type"": ""sweater"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy cable knit sweater.""}"
69096ba7-2b40-4c33-93b1-227f296080cc,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""White oxford button down.""}"
3596971a-c583-4a78-8d0d-57e797806c1c,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Light blue linen shirt.""}"
52df1103-0bf0-42bf-906d-29d7a4bbbdce,"{""type"": ""sweater"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Grey v-neck sweater.""}"
606a1326-f06a-474b-8785-8fd7bb22ae50,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""preppy"", ""color"": ""white"", ""fit"": ""fitted"", ""description"": ""White fitted polo shirt.""}"
b01a18a0-b495-47c7-9d6e-228b9a8aebd2,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""pastel"", ""pattern"": ""striped"", ""description"": ""Pastel striped rugby shirt.""}"
56b632d6-7a70-4765-b982-65de5f5f5c97,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy polo with emblem.""}"
12b87048-d058-4fbc-b328-8dbf264845e8,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""camel"", ""fit"": ""regular"", ""description"": ""Camel sweater vest.""}"
6ea7d575-3c21-4120-a862-2939c14abba6,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""yellow"", ""fit"": ""regular"", ""description"": ""Yellow oxford shirt.""}"
025a64c2-c5ee-4a9d-8f97-4cd1bff2d9c1,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""green"", ""fit"": ""regular"", ""description"": ""Green polo shirt.""}"
95eb8cd9-eef1-4893-97e9-d6525861e5ce,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""Oversized white tee, aesthetic style.""}"
09344ede-a8fb-41b0-ae3d-069c26b66f64,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""Clean white oversized t-shirt.""}"
e7f73a47-9100-4674-8883-375dfaa6fe69,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""graphic"", ""pattern"": ""graphic"", ""description"": ""Trendy graphic tee with vintage print.""}"
26bf3539-4e2f-4581-ac2f-ce414156a6a0,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""blue"", ""fit"": ""oversized"", ""description"": ""Oversized blue tee styling.""}"
7225209c-6395-4c89-bb9f-e78f114dce80,"{""type"": ""top"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""neutral"", ""fit"": ""crop"", ""description"": ""Neutral cropped tank top.""}"
b451152b-3cef-46c5-8af2-47a5bccd41ab,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""pattern"": ""graphic"", ""description"": ""Black top with gothic lace details.""}"
c7d7f548-7583-4f8a-aedb-8e9351aa028b,"{""type"": ""corset"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""fit"": ""tight"", ""description"": ""Black gothic corset top.""}"
12d4e2ea-34bd-4e6c-9d84-b0c9eb4ddbd8,"{""type"": ""shirt"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""pattern"": ""graphic"", ""description"": ""Black oversized band tee.""}"
7758cbfb-e263-4502-b817-7c6095610b43,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""material"": ""mesh"", ""description"": ""Black sheer mesh top.""}"
35d34c9e-05fe-427f-a095-a2c1a1dcbebd,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""details"": [""chains""], ""description"": ""Black top with chain hardware.""}"
2da8aa65-eb70-4809-b504-a807b64c0d82,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""material"": ""velvet"", ""description"": ""Black velvet gothic top.""}"
5127bd32-bc1b-46cf-99fc-2f9f87bcfee7,"{""type"": ""shirt"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""style"": ""steampunk"", ""description"": ""Steampunk style button up.""}"
c24755f0-fae2-4c8b-9c01-e45c81b37748,"{""type"": ""tank"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""pattern"": ""graphic"", ""description"": ""Strange and Unusual graphic tank.""}"
4e31dcd2-5d72-418c-b48e-631b4574cb45,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""white"", ""fit"": ""slim"", ""description"": ""Premium white dress shirt.""}"
96bbba5b-77fa-4f38-9502-bbc2d8448093,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Light blue business shirt.""}"
7a4cb550-3f2a-45c3-80f5-adffc9ae8ad2,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""pink"", ""fit"": ""regular"", ""description"": ""Pale pink dress shirt.""}"
c8f38931-efcf-4d69-bc84-d80296a49796,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Grey dress shirt.""}"
f1d65fda-1642-4026-a24c-db4f0d911155,"{""type"": ""jacket"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""navy"", ""fit"": ""tailored"", ""description"": ""Navy blue suit jacket.""}"
4681dd81-2ea3-4b30-8073-f49cda5aaf7a,"{""type"": ""jacket"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""black"", ""fit"": ""tailored"", ""description"": ""Black suit jacket.""}"
ebe5c59b-972d-4a97-9ff9-af43e96b669d,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""purple"", ""pattern"": ""striped"", ""description"": ""Purple striped dress shirt.""}"
dd848824-a7d9-42dc-89b6-b21fa3f99c2f,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""white"", ""fit"": ""classic"", ""description"": ""Crisp white formal shirt.""}"
38c33463-68f6-4cd2-ac9b-e3174e95de74,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""pattern"": ""check"", ""description"": ""Blue check formal shirt.""}"
3166f32f-c2c5-4f43-a0fb-16f06edd6b7b,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""black"", ""fit"": ""slim"", ""description"": ""Black modern dress shirt.""}"
5bc8202f-b3bf-44c6-b7fa-cca53d1c820b,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Standard blue office shirt.""}"
e6b0193e-dd92-427b-bdb5-b4da13c3439b,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""white"", ""details"": [""french-cuff""], ""description"": ""White french cuff shirt.""}"
b2b8dad1-bd10-4dfe-bafc-79bdc94a3dfd,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Cornflower blue dress shirt.""}"
c557b180-e303-47c6-ba33-826a0280693a,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Charcoal dress shirt.""}"
f16b1aad-3544-4264-b93e-bb11f17782a6,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""Classic fit white shirt.""}"
25578ab0-0d1f-461a-8fdc-02b0bc7a315b,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Blue textured dress shirt.""}"
7eebc268-b94e-499e-87ef-fad3bc0ab449,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""business-formal"", ""color"": ""burgundy"", ""fit"": ""fitted"", ""description"": ""Burgundy blazer with striped shirt.""}"
74071905-4d7f-4bcf-b712-cf43ffe96165,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""White formal shirt.""}"
e3d36dc6-492e-43fb-9635-a44379f85768,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""white"", ""fit"": ""slim"", ""description"": ""Slim fit white shirt.""}"
89b58805-157c-4f43-9348-4e5f24ad3a01,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Royal blue dress shirt.""}"
e81613b6-6b40-4b09-95b2-9be484576435,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Solid black dress shirt.""}"
a1adb376-9096-4334-9a7d-fc2898cb0f1b,"{""type"": ""shirt"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Blue dress shirt.""}"
4285ff98-102c-4de2-ad65-33389c1cadab,"{""type"": ""shirt"", ""gender_target"": ""female"", ""style"": ""business-formal"", ""color"": ""white"", ""fit"": ""fitted"", ""description"": ""Womens white button down.""}"
21fc99b1-4c02-44cd-8c14-70c69dd11ef2,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""Super oversized white tee.""}"
23c63c26-89aa-4676-9613-3e324df9bf60,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Oversized black streetwear tee.""}"
0d6e3095-88a5-43de-a770-7f9b0c06dc29,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""grey"", ""fit"": ""oversized"", ""description"": ""Grey heavyweight baggy tee.""}"
99dad29d-1efa-4f93-bd19-ab20581ed249,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""oversized"", ""description"": ""Blue oversized fit tee.""}"
67768b71-3ba7-415c-a6e1-e6bd2412f999,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""green"", ""fit"": ""oversized"", ""description"": ""Green boxy fit tee.""}"
53aca9a5-bf6a-4733-89e4-49a69a4b226b,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""beige"", ""fit"": ""oversized"", ""description"": ""Beige earth tone baggy tee.""}"
7b0f6a41-296a-4184-a8a0-0ec4b099c8c1,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""brown"", ""fit"": ""oversized"", ""description"": ""Brown oversized tee.""}"
6cb755cb-4af3-4a80-bc67-0d0b1f1fef75,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""Classic white baggy t-shirt.""}"
286fcac1-bd92-4b5a-99cb-14df5a56d399,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Black oversized tee side view.""}"
9f963769-e1ce-47a4-843e-ca1df6fe5f4a,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""graphic"", ""pattern"": ""graphic"", ""description"": ""Graphic baggy tee.""}"
9650e289-e19f-426d-97d7-0b7e8b477f9b,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""White oversized tee back view.""}"
c55811f0-4630-4ebc-b4e2-7c83725c773f,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""brown"", ""fit"": ""boxy"", ""description"": ""Brown G-Star boxy tee.""}"
01fc023c-c0c2-4ec5-9a87-03520a8fce47,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Black Ninth Hall tee.""}"
f7671eaf-ae48-4d1c-9fc9-36aea7324285,"{""type"": ""t-shirt"", ""gender_target"": ""female"", ""style"": ""baggy"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""Womens white baggy tee.""}"
0ee8cf88-d8ef-4a38-8abf-af8143c40d4a,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""grey"", ""fit"": ""oversized"", ""description"": ""Grey oversized tee.""}"
07caa1c3-2f3e-4acf-ae84-c852984f995b,"{""type"": ""t-shirt"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""white"", ""fit"": ""oversized"", ""description"": ""White baggy t-shirt.""}"
efe413fa-866a-469d-8c02-9a82aef10195,"{""type"": ""hoodie"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""grey"", ""fit"": ""oversized"", ""description"": ""Y2K oversized grey hoodie.""}"
56dcf4d6-ebc6-4a6e-a59e-1355e43522c1,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""wide"", ""description"": ""Black wide leg baggy pants.""}"
0d6da388-8e32-49f5-8b79-681ca0639510,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""khaki"", ""fit"": ""regular"", ""description"": ""Classic khaki chinos.""}"
7b89a009-f875-4bcd-a9ee-f7f8d87a5098,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""trendy"", ""color"": ""blue"", ""fit"": ""wide"", ""description"": ""Light wash wide leg jeans.""}"
04bc5907-dcb7-4188-bd5d-e60b596a6049,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""casual"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Black everyday trousers.""}"
f43fcf9f-ba0c-4b83-994c-35be16b33bba,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""formal"", ""color"": ""grey"", ""fit"": ""slim"", ""description"": ""Grey formal dress pants.""}"
7a51f9f5-9914-4904-a269-00af088cafa2,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""smart-casual"", ""color"": ""black"", ""fit"": ""slim"", ""description"": ""Black slim fit chinos.""}"
e8f97987-f390-4de1-98e1-782f528700ef,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""smart-casual"", ""color"": ""grey"", ""fit"": ""slim"", ""description"": ""Grey slim fit chinos.""}"
9d1248cd-3188-4c72-9b35-b5daebc3e807,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""olive"", ""fit"": ""regular"", ""description"": ""Olive green casual pants.""}"
85aecb6c-cd84-4085-8bef-3b0881941131,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""beige"", ""fit"": ""regular"", ""description"": ""Beige casual slacks.""}"
d1ecb8d9-1409-457b-ac4a-51d77fe24c0c,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""blue"", ""fit"": ""straight"", ""description"": ""Blue straight leg jeans.""}"
35f8004b-6e72-4f0e-8851-541cbbc89f20,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""smart-casual"", ""color"": ""navy"", ""fit"": ""slim"", ""description"": ""Navy chinos.""}"
5940621e-f15a-415d-b9d2-4051e24b1a7e,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""formal"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Black formal trousers.""}"
